,dec,ra,Seq,N,RAJ2000,DEJ2000,Comp,mag1,n_mag1,mag2,n_mag2,Sp1,Sp2,Name,Simbad,N.1,o,Per,f_Per,e_Per,e,f_e,e_e,K1,K2,V0,rms1,rms2,Grade,Ref,Details,tgas_hip,tgas_tycho2_id,tgas_solution_id,tgas_source_id,tgas_random_index,tgas_ref_epoch,tgas_ra,tgas_ra_error,tgas_dec,tgas_dec_error,tgas_parallax,tgas_parallax_error,tgas_pmra,tgas_pmra_error,tgas_pmdec,tgas_pmdec_error,tgas_ra_dec_corr,tgas_ra_parallax_corr,tgas_ra_pmra_corr,tgas_ra_pmdec_corr,tgas_dec_parallax_corr,tgas_dec_pmra_corr,tgas_dec_pmdec_corr,tgas_parallax_pmra_corr,tgas_parallax_pmdec_corr,tgas_pmra_pmdec_corr,tgas_astrometric_n_obs_al,tgas_astrometric_n_obs_ac,tgas_astrometric_n_good_obs_al,tgas_astrometric_n_good_obs_ac,tgas_astrometric_n_bad_obs_al,tgas_astrometric_n_bad_obs_ac,tgas_astrometric_delta_q,tgas_astrometric_excess_noise,tgas_astrometric_excess_noise_sig,tgas_astrometric_primary_flag,tgas_astrometric_relegation_factor,tgas_astrometric_weight_al,tgas_astrometric_weight_ac,tgas_astrometric_priors_used,tgas_matched_observations,tgas_duplicated_source,tgas_scan_direction_strength_k1,tgas_scan_direction_strength_k2,tgas_scan_direction_strength_k3,tgas_scan_direction_strength_k4,tgas_scan_direction_mean_k1,tgas_scan_direction_mean_k2,tgas_scan_direction_mean_k3,tgas_scan_direction_mean_k4,tgas_phot_g_n_obs,tgas_phot_g_mean_flux,tgas_phot_g_mean_flux_error,tgas_phot_g_mean_mag,tgas_phot_variable_flag,tgas_l,tgas_b,tgas_ecl_lon,tgas_ecl_lat,tgas_match_distance
38,50.23764,10.02608,35,N,00 40 06.26,+50 14 15.5,     ,10.590,V,11.400,V,K5V             ,          ,GCVS V523 Cas                ,Simbad,N,2,0.2337, ,            ,0.0, ,      , 121.64, 235.95,  -2.54,   7.82,  10.37,5.0,2003AJ....125.3258R                                ,Details,-2147483648,3257-167-1 ,1635378410781933568,415494792617658368,1603961,2015.0,10.0270774998,0.364647081596,50.2373477427,0.258505825905,15.8448271798,0.530008559836,147.032738515,0.799702466093,-71.9990911372,0.373636262497,-0.969524264336,0.97648781538,-0.786493182182,-0.638011157513,-0.96635633707,0.744440734386,0.698034763336,-0.798906981945,-0.627642571926,0.259878128767,113,113,111,112,2,1,,0.239128001619,51.0765723946,True,2.5241765976,14.2263650894,2.4054221285e-05,5,15,True,0.361215919256,0.554655790329,0.695270240307,0.43627345562,27.0546569824,27.6036205292,37.1288986206,29.943031311,129,1070863.71052,23217.3914126,10.4504345603,NOT_AVAILABLE,121.076061962,-12.5935723486,32.9311172795,41.3739495312,2.65269826141e-05
44,74.98808,11.41283,41,N,00 45 39.08,+74 59 17.1,A    , 5.630, , 6.000, ,A1V             ,          ,HIP 3572                     ,Simbad,N,1,4.4672, ,            ,0.0, ,      ,  73.40, 125.70,   8.10,       ,       ,5.0,1981ApJ...251..591L                                ,Details,3572,           ,1635378410781933568,539047360908768128,1042957,2015.0,11.4125720387,0.447115770519,74.9879751361,0.394920020461,10.299836086,0.487675239041,-15.3576326451,0.0227624874478,-22.9251658889,0.0202239349929,-0.103511370718,0.184026360512,0.823325872421,-0.0838384628296,0.140404239297,-0.0849311649799,0.822516679764,0.150124356151,0.119445122778,-0.0666618645191,126,126,126,122,0,4,24.6025180817,2.10602777395,2514.94698087,True,20.4362258911,0.221704512835,3.71811547666e-05,3,21,False,0.10058234632,0.189051941037,0.0920600295067,0.228688850999,128.556716919,24.2338180542,22.706407547,7.03997182846,164,80465720.1994,652995.036159,5.76074280699,NOT_AVAILABLE,122.548632158,12.1205325227,59.5109407819,59.9721694792,9.76089580876e-06
46,40.67936,11.15496,42,N,00 44 37.19,+40 40 45.7,     , 7.080,V, 7.800,V,M2IIIep         ,          ,HIP 3494                     ,Simbad,N,2,482.57, ,      0.5300,0.0, ,      ,   7.32,       , -95.00,       ,       ,4.0,2000AJ....119.1375F                                ,Details,3494,           ,1635378410781933568,369176284749656320,1876388,2015.0,11.1549947112,0.264763803147,40.6792980851,0.251569483891,1.57010642432,0.283577016056,9.02800364445,0.0394355541525,-15.3775519792,0.0356449004057,0.173004433513,0.100875742733,0.240366443992,0.0437759459019,-0.0442112796009,0.0413150601089,0.295381456614,-0.00201209727675,-0.00792707968503,0.164215639234,86,86,86,86,0,0,1.27638554573,0.816320001636,618.660287363,True,7.9747672081,1.41114592552,2.2549975256e-05,3,11,False,0.0425886325538,0.212176963687,0.15106536448,0.578132629395,-138.289321899,-35.9097976685,42.0566291809,13.225440979,90,55702596.4083,154784.45863,6.16008146641,NOT_AVAILABLE,121.536122228,-22.1739734901,27.8964596829,32.6616201794,1.14971140057e-05
64,-35.66067,16.61075,58,N,01 06 26.58,-35 39 38.4,     , 6.580,V,      , ,Am              ,Am        ,HIP 5193                     ,Simbad,N,1,10.6157, ,            ,0.22, ,      ,  52.20,  50.20,  17.90,       ,       ,3.0,1962RGOB...61...91B                                ,Details,5193,           ,1635378410781933568,5002001204494999296,805860,2015.0,16.6111004336,0.276043451874,-35.66073873,0.232213711914,5.79029376725,0.405808202246,68.8025854514,0.0253431575243,-17.5990960674,0.0200739944806,0.208042383194,-0.0051824725233,0.459811598063,0.0856932476163,0.377210944891,0.0819783210754,0.478681981564,-0.00190983549692,0.166454300284,-0.0738899856806,217,217,217,209,0,8,21.5531864166,1.5079703997,623.237983253,True,14.6495084763,0.438759684563,1.7916685465e-05,3,31,False,0.280253082514,0.340788811445,0.229176312685,0.254417747259,-168.283477783,-22.1487083435,33.0786972046,-29.3843154907,246,36918275.6602,16414.7558576,6.60666654319,NOT_AVAILABLE,283.3159254,-80.8886076355,358.617056588,-38.8489091059,4.99822953257e-06
67,-46.26558,17.39246,61, ,01 09 34.19,-46 15 56.1,     , 8.580,V, 9.350,V,F7V             ,K0IV      ,HIP 5438                     ,Simbad, ,1,24.5923, ,            ,0.19, ,      ,  51.00,  49.20,  -1.80,       ,       ,5.0,1988A&A...196..128A                                ,Details,5438,           ,1635378410781933568,4933562962217665024,1072523,2015.0,17.392808013,0.151513977854,-46.2655731711,0.147859684103,5.93847554134,0.237752366093,55.1317419221,0.0666905344999,0.958199123489,0.0752407805759,-0.239344656467,-0.34480074048,0.0538403913379,-0.0339626148343,0.212564796209,-0.0714715719223,0.103317692876,-0.0342000722885,-0.083233371377,-0.208147525787,267,267,265,263,2,4,3.58927941322,0.57764881533,203.619469109,True,5.68721294403,2.80901956558,1.48143963088e-05,3,35,True,0.188316166401,0.100184731185,0.0476587451994,0.451276600361,150.456604004,42.4873123169,7.33800888062,-27.744726181,283,7249690.60743,9461.12630646,8.37397138202,NOT_AVAILABLE,293.497115945,-70.5290682361,351.565979762,-48.1701605975,1.1235528646e-05
69,27.60647,18.34408,62, ,01 13 22.58,+27 36 23.3,     , 8.800, ,      , ,K0              ,          ,BD +26 197                   ,Simbad, ,1,1969.0, ,            ,0.59, ,      ,   8.30,       , -47.00,       ,       ,4.0,1984MNRAS.210..745G                                ,Details,-2147483648,1753-136-1 ,1635378410781933568,307244368170254208,2053145,2015.0,18.3434968497,0.63472614907,27.6061588176,0.302591785752,10.0773087895,0.423181995858,-122.095202427,0.640116754589,-74.3635078469,0.690412962663,-0.344399780035,0.45322817564,-0.0887687131763,-0.420816630125,-0.145948559046,-0.134807795286,-0.13294249773,-0.158163383603,-0.38535580039,-0.0531954057515,52,52,52,50,0,2,,0.997029881847,251.375605215,True,9.71487617493,0.926304280758,8.98913003766e-06,5,7,False,0.159368798137,0.657440602779,0.211957380176,0.752347946167,-112.255744934,14.1951637268,-58.995552063,20.9993553162,59,8058494.05749,10053.6880817,8.25913533887,NOT_AVAILABLE,128.866968286,-35.0126713892,27.6250393359,18.3136967665,8.1409147348e-06
70,26.24167,18.43875,63, ,01 13 45.30,+26 14 30.0,     , 7.900, ,      , ,K5III           ,          ,HIP 5744                     ,Simbad, ,1,659.9, ,            ,0.5, ,      ,  19.50,       , -29.20,       ,       ,4.0,1980JRASC..74..348G                                ,Details,5744,           ,1635378410781933568,306818547932231040,1945498,2015.0,18.4387419718,0.259630662977,26.2415839642,0.26498274584,0.677481914027,0.283463747061,1.27960927007,0.0542512930974,-20.2602108674,0.0318588996023,0.274040311575,-0.120188459754,0.143344208598,0.0692722052336,-0.156535714865,0.0497586727142,0.34085854888,-0.0734863057733,-0.0723565742373,0.477102309465,61,61,61,61,0,0,13.2843093872,0.683791606048,219.791949717,True,2.81587409973,2.10009717941,1.11148265205e-05,3,9,False,0.0665443316102,0.285556524992,0.182943940163,0.760224044323,151.483810425,-48.2430496216,-44.5302429199,22.0636997223,76,29580931.7717,23123.4123726,6.84724043947,NOT_AVAILABLE,129.148428175,-36.3606404179,27.1394939892,17.0271296782,1.26365157457e-05
72,7.57825,18.43863,65,N,01 13 45.27,+07 34 41.7,B    , 6.270,V,      , ,F7V             ,G7V       ,HIP 5743                     ,Simbad,N,1,9.0753, ,            ,0.04, ,      ,  53.40,  75.30,  10.70,       ,       ,4.0,1984PASP...96..179B                                ,Details,5743,           ,1635378410781933568,2577061260424130304,106850,2015.0,18.4391478785,0.624088587511,7.57802175635,0.319566349453,25.1073277792,0.684247796548,138.177261701,0.630402107012,-54.6282976528,0.448018129157,-0.087114803493,0.561573565006,-0.172730669379,-0.277619302273,-0.37799307704,-0.0462273061275,0.194890961051,-0.15600886941,-0.283061534166,0.244257554412,59,59,59,58,0,1,15.6901273727,1.28092266122,386.685521717,True,12.4549865723,0.590725660324,2.360997496e-05,3,8,False,0.360500514507,0.530365347862,0.68725168705,0.367395818233,-150.624847412,-8.74633216858,55.6426086426,11.5597019196,63,56845083.6686,92694.313533,6.13803778873,NOT_AVAILABLE,132.575232722,-54.8752997093,19.8843364187,-0.213313672617,6.2386254061e-05
90,16.94722,23.01304,80,N,01 32 03.13,+16 56 50.0,A    , 6.790,V,      , ,G5              ,          ,HIP 7143                     ,Simbad,N,1,36.588, ,            ,0.2, ,      ,  30.00,       ,  -3.40,       ,       ,3.0,1940PDDO....1..194H                                ,Details,7143,           ,1635378410781933568,2592750260560686848,1661698,2015.0,23.0135608601,0.340607437772,16.9464143498,0.337866730483,16.8517471473,0.560988895571,121.947698243,0.030945473738,-195.970712349,0.0242840040972,-0.389648288488,0.3072886765,0.440121799707,-0.251133412123,-0.896506905556,-0.177145972848,0.590339303017,0.128101736307,-0.545932531357,0.119811996818,68,68,67,67,1,1,4.56186342239,0.660921272367,226.029930361,True,6.48327350616,2.05165100098,1.88783178601e-05,3,10,False,0.647154271603,0.711761713028,0.738229751587,0.755984485149,-159.46244812,9.06003570557,-52.7240753174,14.3490419388,77,42291118.3033,30187.9740254,6.45914714049,NOT_AVAILABLE,136.689881133,-44.8375874017,27.5371420253,6.81518497315,1.47019827754e-05
93,16.04694,22.97858,81,N,01 31 54.86,+16 02 49.0,     , 7.810, ,      , ,G5              ,          ,HIP 7134                     ,Simbad,N,2,53.5115, ,      0.0002,0.3982, ,0.0050,  24.40,  33.75, -14.81,   0.89,       ,5.0,2012sf2a.conf...87H                                ,Details,7134,           ,1635378410781933568,2592090897181850496,1989440,2015.0,22.9785839996,0.394509270058,16.0463440247,0.153628497666,8.24541319502,0.415022023668,2.7204263957,0.0462608274052,-147.442095799,0.0304042847961,0.678093612194,0.943683505058,0.376735508442,0.17862612009,0.690587937832,0.253314644098,0.239945620298,0.358510106802,0.185320973396,0.488115727901,27,27,27,27,0,0,1.05845856667,0.205191344108,10.3342848321,True,2.22599029541,18.3807811737,5.41953068023e-06,3,5,True,0.21401822567,0.407789587975,0.620338320732,0.638811886311,-48.1820831299,-3.68288826942,50.3200836182,19.0016326904,44,16687883.2153,8434.656781,7.46876693428,NOT_AVAILABLE,136.928181145,-45.7225380853,27.1720370476,5.99080042897,1.98357303364e-05
96,24.21686,24.10271,84,N,01 36 24.65,+24 13 00.7,     , 9.100, ,      , ,K0              ,          ,HIP 7487                     ,Simbad,N,1,183.01, ,            ,0.19, ,      ,  15.90,       , -13.30,       ,       ,3.0,1982MNRAS.201..487G                                ,Details,7487,           ,1635378410781933568,291723352794470784,406193,2015.0,24.1026310333,0.245237853989,24.2168721321,0.175553841565,1.90761319441,0.243291878139,-13.8687403997,0.111830781108,3.47747746298,0.0683845979944,0.0041545368731,-0.268681704998,-0.0432962961495,-0.0084961829707,-0.333643257618,0.0245504640043,0.00167999824043,-0.131273284554,-0.0537014491856,0.015015438199,71,71,71,70,0,1,1.7773680687,0.418362009633,64.8163798427,True,4.17628002167,5.07926082611,1.18787584142e-05,3,8,False,0.382373929024,0.26728913188,0.347834646702,0.811380684376,171.784011841,2.71137261391,-38.6486358643,20.6606349945,70,8334732.01543,6512.17316623,8.22254096228,NOT_AVAILABLE,135.887411763,-37.5209004449,31.2350207891,13.190955031,1.44250614131e-05
99,25.74572,25.32654,87,N,01 41 18.37,+25 44 44.6,A    , 6.180,V,      , ,F2III           ,F2III     ,HIP 7874                     ,Simbad,N,1,4.4347, ,            ,0.11, ,      ,  81.50,  88.60,   4.60,       ,       ,3.0,1921ApJ....53..201S                                ,Details,7874,           ,1635378410781933568,292304857007289344,600995,2015.0,25.3271167454,0.289602164397,25.7455435762,0.203292896658,17.5245011775,0.289490082629,119.228047166,0.0445500828389,-40.512994225,0.0257854216915,0.146701931953,-0.355823725462,0.229014575481,0.0508605279028,-0.336232185364,0.053538762033,0.317887842655,-0.129871934652,-0.105344332755,-0.0128166200593,72,72,72,70,0,2,28.9825439453,0.672569854871,388.934891536,True,6.59484386444,2.14311170578,3.12789161399e-05,3,8,False,0.407182097435,0.323095619678,0.32978707552,0.735997378826,166.689605713,-4.113925457,-45.4577255249,18.1985015869,69,60061331.7934,206883.134872,6.07828266892,NOT_AVAILABLE,136.800418752,-35.7795761128,32.8806205776,14.1971910319,2.39537587685e-05
101,32.19203,25.95892,89,N,01 43 50.14,+32 11 31.3,     , 6.340, ,      , ,G8III-IV        ,          ,HIP 8086                     ,Simbad,N,1,78.0073, ,            ,0.02, ,      ,  20.10,       ,  -3.70,       ,       ,4.0,1949PDDO....1..490N                                ,Details,8086,           ,1635378410781933568,305401930279249792,45873,2015.0,25.9588898075,0.233206786378,32.1920193361,0.184933949874,7.66613954485,0.236997218031,-7.88688583983,0.031624928579,1.21030017983,0.0211270583805,-0.137532129884,-0.0520181693137,0.2697083354,-0.0610084496439,-0.274844735861,-0.0402427911758,0.349549263716,-0.0402118079364,-0.109973855317,0.204220831394,59,59,59,59,0,0,2.97716021538,0.383150177387,147.077161866,True,3.84580111504,6.2741150856,2.63878700935e-05,3,7,True,0.410396277905,0.391273677349,0.324089854956,0.855025947094,-163.679260254,15.9546356201,-48.1803741455,19.2770881653,58,64218090.7047,62376.7740625,6.00562659077,NOT_AVAILABLE,135.647652826,-29.3826550422,35.9491635316,19.9650193508,1.7324969614e-05
108,40.65597,28.65788,96,N,01 54 37.89,+40 39 21.5,     , 7.270, ,      , ,K2              ,          ,HIP 8902                     ,Simbad,N,1,1629.0, ,            ,0.32, ,      ,   5.50,       , -26.60,       ,       ,4.0,1979Obs....99..124G                                ,Details,8902,           ,1635378410781933568,344233004480097408,1308051,2015.0,28.6578381213,0.216128421833,40.6559246115,0.189009765266,1.88993838528,0.254412979671,-5.91660032901,0.0469299275679,-9.19740172784,0.035890558698,-0.0435506179929,0.199465662241,0.143045604229,-0.0131828812882,-0.560015618801,0.00389035604894,0.198864772916,0.0047051506117,-0.116404563189,-0.0476152412593,78,78,77,77,1,1,11.3535366058,0.476727887719,174.531925542,True,4.72745037079,4.24655580521,2.02242699743e-05,3,9,False,0.313704520464,0.298698604107,0.486588060856,0.589096486568,-130.850967407,-9.35345077515,-50.6570358276,22.2332019806,75,43830207.4216,31070.0416581,6.42033624907,NOT_AVAILABLE,135.682987946,-20.6459501238,41.6924022369,26.9383884905,1.00297729152e-05
112,59.62594,29.57725,99,N,01 58 18.54,+59 37 33.4,     , 6.650,V,      , ,A0V             ,          ,HIP 9188                     ,Simbad,N,1,7.4391, ,            ,0.0, ,      ,  31.60,  35.60,  -9.50,       ,       ,3.0,1972PDAO...14...97B                                ,Details,9188,           ,1635378410781933568,507862393645172096,93962,2015.0,29.5775394325,0.271618239253,59.6258635785,0.385064063162,7.68684161508,0.548467899882,36.8445510272,0.0252188833762,-20.9904449934,0.0260251685928,0.133522570133,-0.0561486892402,0.432531535625,0.0831428617239,-0.0445987544954,0.0575696341693,0.611140668392,-0.0308757852763,-0.0269516799599,-0.0833334252238,98,98,98,96,0,2,2.24055504799,1.45832220715,408.093347207,True,14.1694755554,0.468898326159,1.62687301781e-05,3,15,True,0.813591063023,0.359060436487,0.163209885359,0.439005345106,-82.9902572632,-79.8045730591,-35.1505203247,-40.9556503296,122,34764907.8258,24179.0583292,6.67191735821,NOT_AVAILABLE,131.301501694,-2.15481271577,52.4551915266,43.8101117287,1.31623446493e-05
115,37.75297,29.65371,102,N,01 58 36.89,+37 45 10.7,     , 9.580,V,      , ,F2              ,          ,BD +37 444                   ,Simbad,N,1,6.593, ,            ,0.2, ,      ,  59.30,  60.20,   5.00,       ,       ,3.0,1986PASP...98.1321P                                ,Details,-2147483648,2816-2176-1,1635378410781933568,342866139728617344,1622032,2015.0,29.6537459705,0.297421493424,37.7529304179,0.171734308421,2.58206483941,0.264013804646,8.8644754522,0.897970237811,-12.3032267722,0.354720538921,-0.227350786328,0.633365094662,-0.846346974373,0.0702871456742,-0.447116136551,0.287509441376,-0.530448257923,-0.734276592731,0.105313241482,-0.15292173624,70,70,69,69,1,1,,0.346521285095,119.809370277,True,3.50421929359,7.35412549973,2.3347849492e-05,5,8,False,0.356540977955,0.258677899837,0.392963916063,0.757793068886,-143.183074951,8.1363363266,-44.7485122681,23.8074378967,70,2650186.91743,4570.21895907,9.46657879943,NOT_AVAILABLE,137.32727112,-23.2337922039,41.2438789352,23.9620509648,1.44435626256e-05
117,27.88867,30.14058,104,N,02 00 33.74,+27 53 19.2,A    , 8.820,V, 9.660,V,A5V             ,G0V       ,HIP 9383                     ,Simbad,N,1,0.9715, ,            ,0.0, ,      , 110.00,       ,  -5.00,       ,       ,3.0,1946ApJ...103...76S                                ,Details,9383,           ,1635378410781933568,298268986033047040,2006886,2015.0,30.1406937481,0.217070857692,27.8886099419,0.185263659596,4.85398530874,0.219472180313,25.9141218889,0.214995091902,-14.0311074797,0.177604090976,0.0231690593064,0.0729164406657,-0.265601933002,-0.0242516733706,-0.160505324602,0.0290480982512,-0.147777140141,-0.195801988244,-0.0600744560361,0.212467119098,40,40,40,40,0,0,3.45614266396,0.234296984278,42.362245718,True,2.48125457764,15.4876756668,2.48984797508e-05,3,5,False,0.171514257789,0.147864744067,0.224673256278,0.906880259514,176.810424805,-7.3579082489,58.0238761902,20.1538314819,26,1207725.49635,91162.1831314,10.3198494768,NOT_AVAILABLE,141.077901973,-32.5357539149,37.8164669098,14.632576123,7.60739344616e-06
122,79.69331,33.12221,109,N,02 12 29.33,+79 41 35.9,A    , 7.170,V,      , ,A7m             ,          ,HIP 10285                    ,Simbad,N,1,4.1212, ,            ,0.0, ,      ,  74.60,  79.40, -33.90,       ,       ,3.0,1969MmSAI..40..553M                                ,Details,10285,           ,1635378410781933568,562617488593353600,1724313,2015.0,33.1217857314,0.2373360788,79.6933847911,0.204455391491,7.36090234834,0.27897968389,-18.0885738628,0.0291723723312,20.9700127043,0.0244156195635,0.0752733871341,0.498096346855,0.32629686594,0.0434470139444,0.217606395483,0.030906336382,0.343826144934,0.165243148804,0.100848294795,-0.0152122406289,128,128,126,121,2,7,3.03395748138,0.798071999271,341.921919136,True,7.79933404922,1.55109357834,9.77628224064e-06,3,20,False,0.0893084183335,0.0487330593169,0.0202112980187,0.14638876915,-9.09628105164,29.1184425354,-4.54199028015,-41.9489059448,163,23276421.179,10624.0183792,7.10747954633,NOT_AVAILABLE,126.655189517,17.4123862833,72.6986882045,59.7448257066,1.2595541819e-05
135,59.24792,35.3145,119,N,02 21 15.48,+59 14 52.5,     , 7.620, ,      , ,K0II-III        ,          ,HIP 10969                    ,Simbad,N,1,100.19, ,            ,0.0, ,      ,   5.60,       ,  10.40,       ,       ,4.0,1985Obs...105..126G                                ,Details,10969,           ,1635378410781933568,459199658267264640,1697303,2015.0,35.3146367367,0.197925799164,59.2478518662,0.180163083443,2.62699429128,0.283861483429,15.1662794038,0.053285474245,-14.0462811101,0.04817865708,0.0469096973538,-0.331152558327,0.0729993954301,0.0206570774317,-0.143129050732,0.0233039110899,0.0786250904202,-0.0732109546661,-0.013500222005,-0.219817832112,160,160,160,155,0,5,2.9743578434,0.825633532173,487.922678049,True,8.06433010101,1.43940007687,1.06047955342e-05,3,25,False,0.462364763021,0.0407773219049,0.172584310174,0.26914063096,-108.114212036,3.23830795288,-25.36236763,-43.5871925354,206,28107076.1867,15700.4341874,6.90273088668,NOT_AVAILABLE,134.199218707,-1.64476149125,55.760449535,42.1363753921,1.1726878926e-05
138,16.87028,35.63833,121, ,02 22 33.20,+16 52 13.0,     , 6.780, ,      , ,A1s             ,          ,HIP 11075                    ,Simbad, ,1,4.3174, ,            ,0.05, ,      ,  59.50,       ,  13.90,       ,       ,4.0,1949PDDO....1..493H                                ,Details,11075,           ,1635378410781933568,79597048349194496,1628709,2015.0,35.6384995171,0.333387165189,16.8702436377,0.346246303584,7.98854368243,0.46790195502,42.6741726176,0.029501341378,-7.96912530152,0.0246495577915,0.396446049213,-0.435792595148,0.462553262711,0.228868827224,-0.688125729561,0.197135031223,0.578237533569,-0.224417567253,-0.403250277042,0.240868911147,87,87,87,85,0,2,18.8073539734,1.14042833316,457.101049858,True,11.098241806,0.758966207504,1.31843053168e-05,3,11,False,0.456519216299,0.232834801078,0.631297171116,0.851722300053,-153.540435791,-18.1208095551,-41.7913131714,24.2160282135,90,31835589.1205,21296.0391007,6.76748783651,NOT_AVAILABLE,152.218794289,-40.762932653,38.8762232168,2.5482157199,1.59037988265e-05
139,56.10278,36.49171,122,N,02 25 58.01,+56 06 10.0,Aa   , 7.880,V, 8.560,V,B5V             ,A5III     ,HIP 11346                    ,Simbad,N,1,2.7277, ,            ,0.0, ,      ,  70.50, 223.70,       ,       ,       ,3.0,1986MNRAS.222..167H                                ,Details,11346,           ,1635378410781933568,457464766359388160,1443712,2015.0,36.4917061128,0.155118327026,56.1027691369,0.172987776841,1.63266519446,0.278548935232,1.05541159197,0.0465013777066,-2.74013224217,0.0439749265556,0.296939998865,-0.349868178368,0.0516854450107,0.0511505641043,-0.0913416147232,0.0461310110986,0.0966861993074,-0.0708033442497,0.000152491469635,-0.0351309776306,165,165,164,160,1,5,0.0766477808356,0.659693241026,285.761932591,True,2.72935080528,2.16229534149,5.32352987648e-06,3,22,False,0.517165243626,0.319186657667,0.232509493828,0.334444135427,-85.8564300537,-59.9927711487,58.4550476074,31.0072860718,178,10257506.1712,140038.226903,7.99716559653,NOT_AVAILABLE,135.888739736,-4.37253678115,54.7522879142,39.0217337082,6.5887967037e-06
142,14.48778,36.33262,125,N,02 25 19.83,+14 29 16.0,     , 8.880, ,      , ,K2              ,          ,BD +13 388                   ,Simbad,N,1,855.0, ,            ,0.0, ,      ,   2.90,       ,  16.20,       ,       ,3.0,1985Obs...105..201G                                ,Details,-2147483648,638-247-1  ,1635378410781933568,75625371831240576,158103,2015.0,36.3326326449,0.225782509037,14.4877675357,0.186192904945,2.14861851208,0.260618714154,5.07065602345,0.666399429244,-0.91887234852,0.403036642372,-0.168857544661,0.470504015684,-0.698750197887,0.260692745447,-0.54214823246,0.400606870651,-0.384828716516,-0.6586804986,0.288595825434,-0.274047791958,96,96,95,96,1,0,,0.446097577528,95.8297522779,True,4.43774175644,4.57914829254,1.17843655971e-05,5,11,False,0.237427845597,0.228731200099,0.45593085885,0.878648102283,-121.990341187,-34.0304412842,-46.9088592529,25.9053497314,90,7383603.46031,10675.8620126,8.35409915217,NOT_AVAILABLE,154.502138092,-42.5555792157,38.7417498939,0.0774520277581,1.23901239864e-05
151,60.55328,40.35067,133,N,02 41 24.16,+60 33 11.8,     , 8.390,V, 9.010,V,A4-5V           ,          ,HIP 12543                    ,Simbad,N,1,0.6847, ,            ,0.12, ,      ,  80.00,       ,  26.00,       ,       ,3.0,1958MmSAI..29..433M                                ,Details,12543,           ,1635378410781933568,465564043893185152,812383,2015.0,40.3509685859,0.479527052516,60.5532515575,0.200040127537,4.29076120635,0.545580919131,37.3503091747,0.0492501439329,-4.13962426597,0.0319499574675,-7.65228032833e-05,-0.846867978573,0.369818508625,0.0207445453852,-0.208314567804,0.0220255497843,0.178838282824,-0.353052169085,-0.0632853507996,-0.22620600462,60,60,60,59,0,1,1.23852050304,0.7487262762,364.814165766,True,7.32527685165,1.7261390686,1.46402326209e-05,3,9,True,0.820128202438,0.425646215677,0.413429111242,0.645602762699,-163.306167603,26.4710292816,-13.7721176147,42.4155235291,59,5867604.94628,171869.328268,8.60361789883,NOT_AVAILABLE,136.049291202,0.512910905568,59.5938555669,42.2480080156,1.4261918356e-05
152,-37.99056,39.60346,134,N,02 38 24.83,-37 59 26.0,     , 6.480,V,      , ,G0IV            ,          ,HIP 12300                    ,Simbad,N,1,3.1662, ,            ,0.0, ,      ,  53.60,       ,  42.60,       ,       ,3.0,1963RGOB...78..391B                                ,Details,12300,           ,1635378410781933568,4953450413144796672,1948336,2015.0,39.6040879425,0.237857470615,-37.9908052926,0.23385968775,18.0262453343,0.328781553206,114.960418634,0.0214873958896,-62.3950882148,0.0248796214044,-0.438189417124,-0.146999597549,0.455974549055,-0.160725682974,0.207484617829,-0.194861441851,0.384590655565,-0.0699326395988,0.0688361003995,-0.183804884553,118,118,118,115,0,3,6.60488986969,0.90437022308,342.880043044,True,8.82206821442,1.2045468092,2.24883788178e-05,3,20,True,0.0283349771053,0.426532030106,0.305957823992,0.419677823782,160.099472046,43.4315338135,1.08022177219,35.1408233643,160,48020876.8812,27133.6085047,6.32119484836,NOT_AVAILABLE,245.541450884,-65.1003184486,19.5900946596,-49.8702541942,2.16347954511e-05
158,67.82464,41.20708,137,N,02 44 49.70,+67 49 28.7,     , 5.950,V,      , ,A5III           ,          ,HIP 12821                    ,Simbad,N,1,2.5364, ,            ,0.0, ,      ,  55.10,       ,   4.30,       ,       ,3.0,1936ApJ....84...85L                                ,Details,12821,           ,1635378410781933568,517534659996569472,1943463,2015.0,41.2072628841,0.384333556652,67.8244981061,0.497824925309,7.86771872003,0.659082454405,17.3762827585,0.0199250242625,-31.9934691517,0.0248678266991,-0.320449739695,-0.108724683523,0.809631049633,-0.267773836851,0.317284613848,-0.25853869319,0.837073624134,-0.0899698585272,0.267093658447,-0.30539304018,110,110,110,107,0,3,7.69621801376,2.03348779298,1787.97388321,True,19.7340354919,0.241183400154,3.49871370418e-05,3,21,False,0.22214230895,0.371903568506,0.0655689463019,0.456748604774,103.13369751,62.8259506226,-29.0068626404,-25.5298137665,154,67225229.9582,152542.169143,5.9559393226,NOT_AVAILABLE,133.340904777,7.2741617144,64.542893345,48.6517974932,9.22626717566e-06
